CodFuncionario,Genero,Idade,Tipo de Trabalho,Unidade,Centro de Custo,Data Admissao,Situação,Tipo Pagamento,Motivo Demissão, Salário ,Data Demissão
19510,Masculino,19,Tempo Integral,Auckland,Jurídico,6/11/2014,Inativo,Mensalista,Pedido de Demissão," R$ 7,750.00 ",11/26/2014
958,Feminino,18,Tempo Parcial,Hamilton,Gerente Executivo,6/11/2014,Ativo,Mensalista,Sem Justa Causa," R$ 22,083.33 ",
10282,Feminino,20,Tempo Integral,Christchurch,TI,6/11/2014,Inativo,Mensalista,Pedido de Demissão," R$ 6,500.00 ",11/26/2014
28774,Feminino,19,Tempo Integral,Wellington,Operacional,6/11/2014,Ativo,Horista,Sem Justa Causa," R$ 3,750.00 ",
14218,Feminino,18,Tempo Integral,Auckland,Gerente Executivo,6/11/2014,Ativo,Mensalista,Pedido de Demissão," R$ 36,250.00 ",
30832,Feminino,19,Tempo Integral,Hamilton,Vendas e Marketing,6/12/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,583.33 ",
18142,Masculino,28,Tempo Integral,Auckland,Manutenção,6/12/2014,Inativo,Mensalista,Sem Justa Causa," R$ 3,083.33 ",11/27/2014
21164,Masculino,25,Tempo Integral,Christchurch,RH,6/12/2014,Ativo,Mensalista,Pedido de Demissão," R$ 5,750.00 ",
4956,Masculino,18,Contrato,Auckland,Financeiro,6/12/2014,Inativo,Mensalista,Sem Justa Causa," R$ 12,666.67 ",11/27/2014
28146,Masculino,19,Tempo Integral,Christchurch,Manutenção,6/12/2014,Ativo,Horista,Sem Justa Causa," R$ 3,500.00 ",
6532,Feminino,28,Tempo Integral,Nelson,Vendas e Marketing,6/12/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,000.00 ",11/27/2014
11424,Feminino,19,Tempo Integral,Auckland,Operacional,6/12/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,833.33 ",
27246,Masculino,34,Contrato,Auckland,Operacional,6/12/2014,Ativo,Horista,Sem Justa Causa," R$ 4,833.33 ",
8304,Masculino,20,Contrato,Christchurch,Manutenção,6/12/2014,Ativo,Mensalista,Pedido de Demissão," R$ 3,500.00 ",
5816,Masculino,24,Contrato,Manukau,Pesquisa,6/12/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,250.00 ",
10968,Feminino,20,Tempo Integral,Auckland,Pesquisa,6/12/2014,Ativo,Mensalista,Pedido de Demissão," R$ 7,083.33 ",
27988,Feminino,27,Tempo Integral,Wellington,RH,6/12/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,583.33 ",
10608,Feminino,32,Tempo Integral,Dunedin,Gerente Executivo,6/13/2014,Ativo,Horista,Pedido de Demissão," R$ 28,083.33 ",
19462,Masculino,22,Tempo Integral,Auckland,TI,6/13/2014,Ativo,Mensalista,Pedido de Demissão," R$ 8,166.67 ",
23774,Feminino,16,Tempo Integral,Auckland,Operacional,6/13/2014,Inativo,Horista,Sem Justa Causa," R$ 5,500.00 ",11/28/2014
6572,Masculino,23,Contrato,Hamilton,Gerente Executivo,6/13/2014,Ativo,Mensalista,Sem Justa Causa," R$ 29,833.33 ",
10444,Masculino,23,Tempo Integral,North Shore,TI,6/13/2014,Inativo,Mensalista,Pedido de Demissão," R$ 8,250.00 ",11/28/2014
26232,Masculino,21,Tempo Integral,Wellington,Financeiro,6/13/2014,Inativo,Horista,Sem Justa Causa," R$ 12,333.33 ",11/28/2014
19354,Feminino,22,Tempo Integral,Dunedin,Operacional,6/13/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,583.33 ",
118,Masculino,21,Tempo Integral,Nelson,Operacional,6/13/2014,Ativo,Horista,Sem Justa Causa," R$ 2,666.67 ",
18938,Feminino,25,Tempo Parcial,Nelson,TI,6/13/2014,Ativo,Mensalista,Pedido de Demissão," R$ 7,833.33 ",
32370,Feminino,16,Tempo Parcial,Auckland,Gerente Executivo,6/13/2014,Ativo,Mensalista,Sem Justa Causa," R$ 29,166.67 ",
4918,Masculino,18,Tempo Integral,Christchurch,Operacional,6/13/2014,Ativo,Horista,Sem Justa Causa," R$ 3,916.67 ",
31290,Masculino,38,Tempo Integral,Hamilton,Operacional,6/13/2014,Inativo,Mensalista,Sem Justa Causa," R$ 5,666.67 ",11/28/2014
25176,Feminino,37,Tempo Integral,Auckland,RH,6/13/2014,Ativo,Mensalista,Sem Justa Causa," R$ 6,750.00 ",
7568,Feminino,19,Tempo Integral,Wellington,Jurídico,6/13/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,000.00 ",11/28/2014
19526,Masculino,24,Tempo Integral,Nelson,Financeiro,6/13/2014,Ativo,Horista,Sem Justa Causa," R$ 8,750.00 ",
5600,Feminino,23,Tempo Integral,Auckland,Vendas e Marketing,6/14/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,333.33 ",
29442,Feminino,21,Tempo Parcial,Christchurch,RH,6/14/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,250.00 ",
17320,Masculino,32,Tempo Integral,Dunedin,Financeiro,6/17/2014,Inativo,Mensalista,Pedido de Demissão," R$ 13,500.00 ",12/2/2014
32672,Feminino,17,Tempo Integral,Christchurch,TI,6/17/2014,Inativo,Mensalista,Sem Justa Causa," R$ 9,166.67 ",12/2/2014
27982,Feminino,22,Tempo Parcial,Auckland,Gerente Executivo,6/17/2014,Inativo,Mensalista,Sem Justa Causa," R$ 38,500.00 ",12/2/2014
26606,Masculino,16,Tempo Parcial,Wellington,Financeiro,6/17/2014,Ativo,Mensalista,Sem Justa Causa," R$ 11,500.00 ",
17480,Feminino,22,Tempo Parcial,Wellington,TI,6/17/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,000.00 ",
11444,Masculino,22,Tempo Parcial,Wellington,Manutenção,6/17/2014,Ativo,Horista,Pedido de Demissão," R$ 3,666.67 ",
4670,Feminino,27,Contrato,North Shore,Manutenção,6/17/2014,Inativo,Mensalista,Sem Justa Causa," R$ 3,250.00 ",12/2/2014
4116,Feminino,23,Tempo Integral,Auckland,Pesquisa,6/17/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,500.00 ",
27228,Masculino,24,Tempo Integral,Wellington,Financeiro,6/17/2014,Inativo,Mensalista,Sem Justa Causa," R$ 13,500.00 ",12/2/2014
27522,Feminino,19,Tempo Integral,Nelson,Operacional,6/18/2014,Inativo,Horista,Sem Justa Causa," R$ 5,750.00 ",12/3/2014
30444,Masculino,45,Tempo Integral,Hamilton,Vendas e Marketing,6/18/2014,Ativo,Mensalista,Sem Justa Causa," R$ 6,083.33 ",
6812,Feminino,22,Tempo Integral,Wellington,Vendas e Marketing,6/18/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,250.00 ",
26862,Feminino,24,Tempo Integral,Hamilton,RH,6/18/2014,Ativo,Mensalista,Sem Justa Causa," R$ 6,000.00 ",
156,Feminino,19,Tempo Parcial,Manukau,Financeiro,6/18/2014,Ativo,Mensalista,Sem Justa Causa," R$ 10,916.67 ",
10346,Masculino,19,Tempo Integral,Auckland,Vendas e Marketing,6/18/2014,Ativo,Horista,Pedido de Demissão," R$ 4,916.67 ",
2642,Masculino,20,Contrato,Christchurch,Financeiro,6/18/2014,Ativo,Mensalista,Sem Justa Causa," R$ 10,666.67 ",
23806,Feminino,16,Tempo Parcial,Nelson,RH,6/18/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,166.67 ",12/3/2014
30262,Feminino,30,Tempo Integral,Wellington,RH,6/18/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,916.67 ",12/3/2014
4564,Masculino,20,Tempo Integral,Dunedin,Gerente Executivo,6/19/2014,Ativo,Mensalista,Sem Justa Causa," R$ 36,500.00 ",
20540,Masculino,21,Tempo Integral,Dunedin,Vendas e Marketing,6/19/2014,Ativo,Horista,Pedido de Demissão," R$ 5,416.67 ",
10988,Masculino,28,Contrato,Auckland,Vendas e Marketing,6/19/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,333.33 ",
11300,Masculino,24,Tempo Integral,Dunedin,Gerente Executivo,6/19/2014,Ativo,Mensalista,Pedido de Demissão," R$ 30,583.33 ",
7074,Feminino,38,Tempo Integral,Wellington,Manutenção,6/19/2014,Inativo,Mensalista,Sem Justa Causa," R$ 3,916.67 ",12/4/2014
28018,Feminino,49,Contrato,Christchurch,Pesquisa,6/19/2014,Inativo,Mensalista,Sem Justa Causa," R$ 6,416.67 ",12/4/2014
21074,Masculino,27,Tempo Integral,Auckland,Vendas e Marketing,6/19/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,000.00 ",
2102,Masculino,19,Tempo Integral,Christchurch,TI,6/19/2014,Ativo,Horista,Sem Justa Causa," R$ 6,583.33 ",
10576,Feminino,20,Tempo Integral,Dunedin,Financeiro,6/19/2014,Ativo,Horista,Sem Justa Causa," R$ 8,166.67 ",
26052,Masculino,20,Tempo Integral,Auckland,Manutenção,6/19/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,166.67 ",
12842,Masculino,19,Tempo Integral,Hamilton,RH,6/19/2014,Ativo,Mensalista,Sem Justa Causa," R$ 6,333.33 ",
4776,Masculino,40,Contrato,Hamilton,Manutenção,6/19/2014,Inativo,Horista,Sem Justa Causa," R$ 4,000.00 ",12/4/2014
24390,Feminino,27,Tempo Parcial,Wellington,Gerente Executivo,6/19/2014,Ativo,Mensalista,Sem Justa Causa," R$ 30,750.00 ",
14422,Masculino,20,Tempo Integral,Wellington,RH,6/19/2014,Ativo,Mensalista,Pedido de Demissão," R$ 6,416.67 ",
28070,Masculino,20,Tempo Integral,Auckland,Financeiro,6/19/2014,Inativo,Mensalista,Sem Justa Causa," R$ 13,000.00 ",12/4/2014
3204,Masculino,32,Contrato,Wellington,Gerente Executivo,6/19/2014,Inativo,Mensalista,Sem Justa Causa," R$ 29,166.67 ",12/4/2014
17122,Masculino,19,Tempo Integral,Dunedin,Jurídico,6/20/2014,Inativo,Horista,Pedido de Demissão," R$ 8,500.00 ",12/5/2014
21656,Feminino,21,Tempo Integral,Auckland,Pesquisa,6/20/2014,Ativo,Mensalista,Pedido de Demissão," R$ 5,833.33 ",
29838,Masculino,23,Tempo Integral,Wellington,Vendas e Marketing,6/20/2014,Inativo,Mensalista,Sem Justa Causa," R$ 5,666.67 ",12/5/2014
18520,Feminino,19,Tempo Integral,Nelson,Financeiro,6/20/2014,Inativo,Mensalista,Sem Justa Causa," R$ 11,416.67 ",12/5/2014
6284,Masculino,39,Tempo Parcial,Nelson,Gerente Executivo,6/20/2014,Ativo,Horista,Sem Justa Causa," R$ 40,000.00 ",
23732,Masculino,16,Tempo Parcial,Nelson,Gerente Executivo,6/20/2014,Ativo,Mensalista,Sem Justa Causa," R$ 21,916.67 ",
29382,Masculino,18,Tempo Integral,North Shore,Gerente Executivo,6/20/2014,Inativo,Mensalista,Sem Justa Causa," R$ 18,666.67 ",12/5/2014
30442,Masculino,20,Contrato,Auckland,Jurídico,6/20/2014,Ativo,Mensalista,Sem Justa Causa," R$ 9,000.00 ",
15886,Feminino,22,Tempo Integral,Auckland,Financeiro,6/20/2014,Inativo,Mensalista,Sem Justa Causa," R$ 9,083.33 ",12/5/2014
26978,Feminino,27,Tempo Integral,Auckland,TI,6/20/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,833.33 ",
14190,Feminino,21,Tempo Parcial,Auckland,Manutenção,6/20/2014,Ativo,Mensalista,Pedido de Demissão," R$ 3,250.00 ",
3798,Feminino,21,Tempo Integral,Wellington,TI,6/21/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,166.67 ",
20632,Masculino,43,Tempo Parcial,Auckland,RH,6/21/2014,Ativo,Mensalista,Pedido de Demissão," R$ 8,166.67 ",
17608,Feminino,22,Tempo Integral,Auckland,Pesquisa,6/24/2014,Ativo,Horista,Pedido de Demissão," R$ 7,333.33 ",
24378,Feminino,20,Contrato,Manukau,Pesquisa,6/24/2014,Ativo,Horista,Sem Justa Causa," R$ 5,083.33 ",
5186,Masculino,24,Contrato,Wellington,Financeiro,6/24/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,333.33 ",
31146,Masculino,19,Tempo Parcial,Christchurch,TI,6/24/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,500.00 ",
32336,Feminino,16,Tempo Parcial,North Shore,Vendas e Marketing,6/24/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,666.67 ",
32544,Feminino,17,Tempo Integral,Dunedin,Manutenção,6/24/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,250.00 ",
4930,Masculino,19,Contrato,Hamilton,Operacional,6/24/2014,Ativo,Mensalista,Sem Justa Causa," R$ 2,833.33 ",
32338,Feminino,16,Tempo Integral,Manukau,Vendas e Marketing,6/24/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,500.00 ",
4392,Feminino,19,Tempo Integral,Dunedin,Gerente Executivo,6/24/2014,Inativo,Mensalista,Sem Justa Causa," R$ 26,333.33 ",12/8/2014
16382,Masculino,23,Tempo Integral,Wellington,Jurídico,6/24/2014,Inativo,Horista,Sem Justa Causa," R$ 9,916.67 ",12/8/2014
13478,Feminino,56,Tempo Parcial,Hamilton,Pesquisa,6/24/2014,Ativo,Mensalista,Pedido de Demissão," R$ 5,666.67 ",
15264,Feminino,21,Tempo Integral,Auckland,RH,6/24/2014,Inativo,Mensalista,Sem Justa Causa," R$ 6,750.00 ",12/8/2014
28706,Feminino,24,Tempo Integral,Wellington,Manutenção,6/24/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,083.33 ",
13482,Feminino,65,Tempo Integral,Christchurch,Pesquisa,6/24/2014,Ativo,Mensalista,Pedido de Demissão," R$ 9,833.33 ",
4098,Masculino,21,Tempo Integral,North Shore,Financeiro,6/24/2014,Inativo,Mensalista,Sem Justa Causa," R$ 14,500.00 ",12/8/2014
32204,Feminino,18,Tempo Integral,Nelson,Financeiro,6/25/2014,Inativo,Mensalista,Sem Justa Causa," R$ 12,916.67 ",12/9/2014
4410,Masculino,30,Tempo Integral,Christchurch,Vendas e Marketing,6/25/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,500.00 ",
12878,Feminino,61,Contrato,Manukau,Jurídico,6/25/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,000.00 ",12/9/2014
22744,Masculino,52,Tempo Integral,Auckland,TI,6/25/2014,Ativo,Mensalista,Sem Justa Causa," R$ 9,833.33 ",
6206,Feminino,22,Tempo Integral,Auckland,Financeiro,6/25/2014,Inativo,Mensalista,Sem Justa Causa," R$ 12,666.67 ",12/9/2014
4536,Feminino,23,Tempo Integral,Auckland,Financeiro,6/25/2014,Ativo,Horista,Sem Justa Causa," R$ 13,833.33 ",
30952,Masculino,21,Contrato,Christchurch,RH,6/25/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,416.67 ",
21776,Feminino,16,Tempo Parcial,Christchurch,Operacional,6/25/2014,Inativo,Horista,Pedido de Demissão," R$ 5,166.67 ",12/9/2014
932,Masculino,20,Tempo Parcial,Auckland,Pesquisa,6/25/2014,Ativo,Mensalista,Sem Justa Causa," R$ 9,583.33 ",
13376,Feminino,18,Tempo Integral,Auckland,RH,6/25/2014,Ativo,Horista,Pedido de Demissão," R$ 5,083.33 ",
12338,Feminino,26,Tempo Integral,Auckland,Manutenção,6/25/2014,Ativo,Mensalista,Pedido de Demissão," R$ 3,333.33 ",
30200,Masculino,23,Tempo Integral,Christchurch,Gerente Executivo,6/25/2014,Ativo,Mensalista,Sem Justa Causa," R$ 27,500.00 ",
30076,Masculino,20,Tempo Parcial,Auckland,Jurídico,6/25/2014,Inativo,Mensalista,Sem Justa Causa," R$ 8,666.67 ",12/9/2014
596,Masculino,22,Contrato,Auckland,TI,6/25/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,666.67 ",
30280,Feminino,19,Tempo Integral,Auckland,Pesquisa,6/25/2014,Inativo,Mensalista,Sem Justa Causa," R$ 5,833.33 ",12/9/2014
23890,Masculino,16,Tempo Integral,Christchurch,Gerente Executivo,6/26/2014,Inativo,Horista,Sem Justa Causa," R$ 31,833.33 ",12/10/2014
10960,Feminino,22,Tempo Integral,Auckland,Operacional,6/26/2014,Ativo,Mensalista,Pedido de Demissão," R$ 3,000.00 ",
17670,Feminino,20,Tempo Integral,Christchurch,Operacional,6/26/2014,Ativo,Horista,Pedido de Demissão," R$ 4,750.00 ",
3162,Feminino,18,Tempo Integral,Dunedin,Pesquisa,6/26/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,166.67 ",
21536,Masculino,21,Tempo Integral,Wellington,RH,6/26/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,666.67 ",
7396,Masculino,23,Tempo Parcial,Christchurch,Manutenção,6/26/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,000.00 ",
26026,Feminino,24,Tempo Integral,North Shore,RH,6/26/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,333.33 ",
28136,Masculino,45,Contrato,Auckland,Jurídico,6/26/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,750.00 ",
13406,Masculino,20,Contrato,Hamilton,Pesquisa,6/26/2014,Ativo,Mensalista,Pedido de Demissão," R$ 8,833.33 ",
15262,Feminino,26,Tempo Parcial,Nelson,Gerente Executivo,6/26/2014,Ativo,Mensalista,Sem Justa Causa," R$ 25,833.33 ",
14392,Feminino,18,Contrato,Hamilton,Manutenção,6/26/2014,Ativo,Mensalista,Pedido de Demissão," R$ 3,416.67 ",
4058,Feminino,18,Tempo Integral,Auckland,RH,6/26/2014,Inativo,Mensalista,Sem Justa Causa," R$ 5,833.33 ",12/10/2014
19756,Masculino,23,Contrato,Auckland,Gerente Executivo,6/27/2014,Ativo,Mensalista,Sem Justa Causa," R$ 38,166.67 ",
10406,Masculino,46,Contrato,Auckland,Operacional,6/27/2014,Inativo,Mensalista,Pedido de Demissão," R$ 6,000.00 ",12/11/2014
16952,Masculino,23,Tempo Integral,North Shore,Jurídico,6/27/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,000.00 ",
6950,Feminino,20,Tempo Integral,North Shore,Manutenção,6/27/2014,Inativo,Horista,Sem Justa Causa," R$ 3,333.33 ",12/11/2014
12126,Feminino,19,Tempo Integral,Nelson,TI,6/27/2014,Inativo,Mensalista,Pedido de Demissão," R$ 5,250.00 ",12/11/2014
7956,Masculino,22,Tempo Integral,Christchurch,Financeiro,6/27/2014,Ativo,Mensalista,Pedido de Demissão," R$ 9,583.33 ",
12336,Feminino,19,Tempo Integral,Hamilton,Gerente Executivo,6/27/2014,Ativo,Mensalista,Pedido de Demissão," R$ 27,916.67 ",
11672,Feminino,45,Tempo Integral,Auckland,TI,6/27/2014,Ativo,Mensalista,Pedido de Demissão," R$ 5,333.33 ",
7666,Masculino,21,Tempo Integral,Nelson,Manutenção,6/27/2014,Inativo,Horista,Pedido de Demissão," R$ 3,833.33 ",12/11/2014
27544,Feminino,53,Tempo Parcial,Nelson,Manutenção,6/27/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,833.33 ",
32860,Feminino,18,Tempo Integral,Hamilton,Vendas e Marketing,6/27/2014,Ativo,Mensalista,Sem Justa Causa," R$ 5,500.00 ",
28570,Feminino,42,Tempo Integral,Manukau,TI,6/27/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,250.00 ",
28208,Masculino,21,Tempo Integral,Auckland,Pesquisa,6/27/2014,Inativo,Mensalista,Sem Justa Causa," R$ 8,000.00 ",12/11/2014
10312,Masculino,19,Tempo Integral,Wellington,Gerente Executivo,6/27/2014,Ativo,Mensalista,Sem Justa Causa," R$ 14,416.67 ",
14548,Masculino,20,Tempo Integral,Dunedin,Vendas e Marketing,6/27/2014,Ativo,Mensalista,Pedido de Demissão," R$ 7,083.33 ",
2304,Masculino,21,Contrato,Hamilton,Jurídico,6/28/2014,Ativo,Mensalista,Sem Justa Causa," R$ 10,833.33 ",
6450,Masculino,21,Tempo Parcial,Auckland,Jurídico,6/28/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,166.67 ",
11512,Feminino,23,Tempo Integral,Dunedin,Financeiro,7/1/2014,Inativo,Mensalista,Pedido de Demissão," R$ 13,833.33 ",12/14/2014
5196,Feminino,21,Tempo Parcial,Wellington,Gerente Executivo,7/2/2014,Ativo,Horista,Sem Justa Causa," R$ 12,833.33 ",
30790,Masculino,24,Tempo Parcial,Auckland,Jurídico,7/2/2014,Inativo,Mensalista,Sem Justa Causa," R$ 9,166.67 ",12/15/2014
19886,Feminino,33,Tempo Parcial,Dunedin,Financeiro,7/2/2014,Ativo,Mensalista,Pedido de Demissão," R$ 9,250.00 ",
10684,Feminino,44,Tempo Integral,Dunedin,Vendas e Marketing,7/2/2014,Inativo,Mensalista,Sem Justa Causa," R$ 6,666.67 ",12/15/2014
8394,Masculino,57,Tempo Integral,Wellington,Operacional,7/2/2014,Inativo,Mensalista,Sem Justa Causa," R$ 2,666.67 ",12/15/2014
31414,Masculino,29,Tempo Integral,Auckland,Jurídico,7/2/2014,Ativo,Mensalista,Sem Justa Causa," R$ 6,833.33 ",
2776,Feminino,18,Contrato,Manukau,Gerente Executivo,7/2/2014,Inativo,Mensalista,Sem Justa Causa," R$ 32,583.33 ",12/15/2014
14120,Feminino,22,Tempo Parcial,Nelson,TI,7/2/2014,Ativo,Mensalista,Pedido de Demissão," R$ 5,500.00 ",
21436,Masculino,54,Tempo Integral,Christchurch,Gerente Executivo,7/2/2014,Ativo,Mensalista,Pedido de Demissão," R$ 36,833.33 ",
9144,Feminino,28,Contrato,Auckland,Manutenção,7/2/2014,Ativo,Mensalista,Pedido de Demissão," R$ 3,083.33 ",
27406,Feminino,19,Tempo Integral,Auckland,Pesquisa,7/2/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,583.33 ",12/15/2014
7106,Masculino,19,Tempo Integral,Christchurch,Jurídico,7/2/2014,Ativo,Horista,Sem Justa Causa," R$ 10,583.33 ",
13192,Feminino,24,Tempo Parcial,Wellington,Manutenção,7/2/2014,Ativo,Mensalista,Pedido de Demissão," R$ 4,166.67 ",
27028,Masculino,48,Contrato,Auckland,Vendas e Marketing,7/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,166.67 ",
19830,Masculino,22,Tempo Parcial,Nelson,Jurídico,7/3/2014,Ativo,Mensalista,Pedido de Demissão," R$ 10,416.67 ",
19104,Feminino,41,Contrato,Manukau,RH,7/3/2014,Ativo,Horista,Sem Justa Causa," R$ 5,083.33 ",
2624,Masculino,46,Tempo Integral,Auckland,Pesquisa,7/3/2014,Ativo,Horista,Sem Justa Causa," R$ 6,333.33 ",
21362,Masculino,22,Tempo Integral,Manukau,Jurídico,7/3/2014,Ativo,Mensalista,Pedido de Demissão," R$ 8,000.00 ",
8354,Feminino,19,Tempo Integral,Christchurch,Financeiro,7/3/2014,Ativo,Horista,Pedido de Demissão," R$ 11,333.33 ",
4386,Feminino,26,Tempo Integral,Wellington,Pesquisa,7/3/2014,Inativo,Horista,Sem Justa Causa," R$ 9,500.00 ",12/16/2014
16314,Masculino,21,Tempo Parcial,Auckland,Manutenção,7/3/2014,Inativo,Mensalista,Sem Justa Causa," R$ 3,416.67 ",12/16/2014
7992,Masculino,20,Tempo Integral,Wellington,TI,7/3/2014,Ativo,Horista,Pedido de Demissão," R$ 5,166.67 ",
12312,Feminino,47,Tempo Integral,Wellington,Vendas e Marketing,7/3/2014,Inativo,Mensalista,Pedido de Demissão," R$ 7,416.67 ",12/16/2014
23070,Feminino,27,Contrato,Auckland,Jurídico,7/3/2014,Inativo,Mensalista,Sem Justa Causa," R$ 6,750.00 ",12/16/2014
23786,Feminino,16,Tempo Integral,Hamilton,Vendas e Marketing,7/3/2014,Ativo,Mensalista,Sem Justa Causa," R$ 6,500.00 ",
13614,Feminino,17,Tempo Parcial,Auckland,Vendas e Marketing,7/5/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,750.00 ",
25670,Feminino,19,Tempo Parcial,Wellington,Gerente Executivo,7/5/2014,Ativo,Mensalista,Sem Justa Causa," R$ 37,250.00 ",
19532,Masculino,29,Tempo Parcial,Nelson,TI,7/5/2014,Inativo,Horista,Sem Justa Causa," R$ 8,166.67 ",12/18/2014
29110,Feminino,25,Tempo Parcial,Dunedin,TI,7/8/2014,Ativo,Mensalista,Sem Justa Causa," R$ 9,916.67 ",
21878,Masculino,19,Tempo Integral,Christchurch,TI,7/8/2014,Ativo,Mensalista,Pedido de Demissão," R$ 5,333.33 ",
1532,Masculino,30,Tempo Integral,Hamilton,Gerente Executivo,7/8/2014,Inativo,Horista,Sem Justa Causa," R$ 21,083.33 ",12/21/2014
2518,Feminino,18,Tempo Parcial,Manukau,Financeiro,7/8/2014,Ativo,Horista,Sem Justa Causa," R$ 11,083.33 ",
5312,Feminino,22,Contrato,Auckland,Financeiro,7/8/2014,Ativo,Mensalista,Sem Justa Causa," R$ 9,416.67 ",
14828,Feminino,19,Tempo Integral,Auckland,Gerente Executivo,7/8/2014,Ativo,Horista,Pedido de Demissão," R$ 17,583.33 ",
20046,Masculino,20,Contrato,Wellington,TI,7/8/2014,Inativo,Mensalista,Sem Justa Causa," R$ 6,500.00 ",12/21/2014
13438,Masculino,22,Tempo Integral,Manukau,Financeiro,7/8/2014,Inativo,Mensalista,Pedido de Demissão," R$ 11,666.67 ",12/21/2014
3414,Feminino,22,Tempo Integral,Auckland,RH,7/8/2014,Ativo,Mensalista,Sem Justa Causa," R$ 4,166.67 ",
7774,Masculino,23,Contrato,Auckland,Gerente Executivo,7/8/2014,Ativo,Mensalista,Sem Justa Causa," R$ 41,333.33 ",
27288,Masculino,19,Tempo Integral,Hamilton,Gerente Executivo,7/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 32,750.00 ",
30912,Masculino,19,Tempo Parcial,North Shore,Operacional,7/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 3,333.33 ",12/22/2014
32194,Feminino,18,Tempo Integral,Manukau,Operacional,7/9/2014,Ativo,Horista,Sem Justa Causa," R$ 2,750.00 ",
25522,Feminino,27,Contrato,North Shore,Pesquisa,7/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 6,583.33 ",
10280,Feminino,21,Contrato,Christchurch,RH,7/9/2014,Ativo,Mensalista,Pedido de Demissão," R$ 7,666.67 ",
2120,Feminino,21,Tempo Integral,Auckland,Manutenção,7/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 3,000.00 ",
13940,Masculino,21,Tempo Integral,Manukau,Financeiro,7/9/2014,Ativo,Horista,Pedido de Demissão," R$ 12,833.33 ",
32540,Feminino,17,Tempo Parcial,Auckland,Vendas e Marketing,7/9/2014,Ativo,Horista,Sem Justa Causa," R$ 7,083.33 ",
5966,Masculino,35,Tempo Parcial,Auckland,TI,7/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 5,083.33 ",12/22/2014
102,Masculino,20,Tempo Parcial,Manukau,Pesquisa,7/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 6,333.33 ",12/22/2014
18074,Feminino,19,Tempo Integral,Wellington,Vendas e Marketing,7/9/2014,Ativo,Mensalista,Sem Justa Causa," R$ 7,500.00 ",
3836,Feminino,20,Tempo Integral,Auckland,Jurídico,7/9/2014,Inativo,Mensalista,Sem Justa Causa," R$ 7,750.00 ",12/22/2014
11178,Masculino,18,Tempo Integral,Christchurch,Jurídico,7/9/2014,Ativo,Mensalista,Pedido de Demissão," R$ 8,750.00 ",
874,Masculino,21,Tempo Integral,Auckland,Vendas e Marketing,7/10/2014,Ativo,Mensalista,Sem Justa Causa," R$ 8,250.00 ",
